"level","from","to","No. of climate zones","Climate zones"
"Family","clostridiaceae","solirubrobacteraceae",2,"Cwb/EF"
"Family","clostridiaceae","unassigned",2,"Cwb/EF"
"Family","clostridiaceae","comamonadaceae",2,"Dfa/ET"
"Family","clostridiaceae","saprospiraceae",1,"Dfb"
"Family","clostridiaceae","ellin5301",1,"Dfc"
"Family","clostridiaceae","kineosporiaceae",2,"Dfc/Dwb"
"Family","clostridiaceae","fimbriimonadaceae",1,"Dwb"
"Family","clostridiaceae","geobacteraceae",1,"Dwc"
"Family","clostridiaceae","leptospiraceae",1,"EF"
"Family","clostridiaceae","microbacteriaceae",1,"EF"
"Family","clostridiaceae","pseudomonadaceae",1,"EF"
"Family","clostridiaceae","sphingomonadaceae",1,"EF"
"Family","clostridiaceae","mb2424",1,"ET"
"Family","clostridiaceae","opitutaceae",1,"ET"
"Family","clostridiaceae","oxalobacteraceae",1,"ET"
"Family","comamonadaceae","syntrophobacteraceae",1,"Af"
"Family","comamonadaceae","rhodobiaceae",2,"Af/Dfb"
"Family","comamonadaceae","ellin5301",1,"Am"
"Family","comamonadaceae","solirubrobacteraceae",1,"Am"
"Family","comamonadaceae","unassigned",4,"Am/BSk/BWh/BWk"
"Family","comamonadaceae","gaiellaceae",2,"Am/Csa"
"Family","comamonadaceae","micrococcaceae",2,"Am/Cwb"
"Family","comamonadaceae","streptomycetaceae",2,"Aw/Cfa"
"Family","comamonadaceae","hyphomicrobiaceae",1,"BSh"
"Family","comamonadaceae","mycobacteriaceae",1,"BSh"
"Family","comamonadaceae","polyangiaceae",1,"BSh"
"Family","comamonadaceae","pseudomonadaceae",1,"BSh"
"Family","comamonadaceae","gemmataceae",3,"BSh/BWh/Dwb"
"Family","comamonadaceae","micromonosporaceae",2,"BSh/Cfa"
"Family","comamonadaceae","planctomycetaceae",2,"BSh/Cwb"
"Family","comamonadaceae","dolo_23",2,"BSh/EF"
"Family","comamonadaceae","ellin517",1,"BSk"
"Family","comamonadaceae","hyphomonadaceae",1,"BSk"
"Family","comamonadaceae","conexibacteraceae",2,"BSk/Cfb"
"Family","comamonadaceae","ellin6075",1,"BWh"
"Family","comamonadaceae","sinobacteraceae",1,"BWh"
"Family","comamonadaceae","sphingomonadaceae",3,"BWh/Cfa/Csa"
"Family","comamonadaceae","opitutaceae",2,"BWh/Csa"
"Family","comamonadaceae","pirellulaceae",2,"BWh/Csa"
"Family","comamonadaceae","koribacteraceae",1,"Cfa"
"Family","comamonadaceae","leptospiraceae",1,"Cfa"
"Family","comamonadaceae","kouleothrixaceae",2,"Cfa/EF"
"Family","comamonadaceae","ellin515",1,"Cfb"
"Family","comamonadaceae","methylocystaceae",1,"Cfb"
"Family","comamonadaceae","htcc2089",2,"Cfb/Dfc"
"Family","comamonadaceae","sphingobacteriaceae",1,"Csa"
"Family","comamonadaceae","geodermatophilaceae",1,"Csb"
"Family","comamonadaceae","opb35",1,"Csb"
"Family","comamonadaceae","rhizobiaceae",1,"Csb"
"Family","comamonadaceae","paenibacillaceae",2,"Csb/Dwb"
"Family","comamonadaceae","fimbriimonadaceae",1,"Cwb"
"Family","comamonadaceae","haliangiaceae",1,"Cwb"
"Family","comamonadaceae","kineosporiaceae",1,"Cwb"
"Family","comamonadaceae","isosphaeraceae",2,"Cwb/Dwb"
"Family","comamonadaceae","sporichthyaceae",2,"Cwb/EF"
"Family","comamonadaceae","geobacteraceae",1,"Dfa"
"Family","comamonadaceae","myxococcaceae",1,"Dfc"
"Family","comamonadaceae","mariprofundaceae",1,"Dwb"
"Family","comamonadaceae","solibacteraceae",1,"Dwb"
"Family","comamonadaceae","comamonadaceae",1,"Dwc"
"Family","comamonadaceae","piscirickettsiaceae",1,"Dwc"
"Family","comamonadaceae","nakamurellaceae",2,"Dwc/ET"
"Family","comamonadaceae","gemmatimonadaceae",1,"EF"
"Family","comamonadaceae","ud5",1,"EF"
"Family","comamonadaceae","flavobacteriaceae",1,"ET"
"Family","comamonadaceae","microbacteriaceae",1,"ET"
"Family","conexibacteraceae","cytophagaceae",1,"Af"
"Family","conexibacteraceae","polyangiaceae",2,"Af/Am"
"Family","conexibacteraceae","isosphaeraceae",1,"Am"
"Family","conexibacteraceae","kouleothrixaceae",1,"Am"
"Family","conexibacteraceae","paenibacillaceae",1,"Am"
"Family","conexibacteraceae","sphingobacteriaceae",1,"Am"
"Family","conexibacteraceae","microbacteriaceae",1,"Aw"
"Family","conexibacteraceae","oxalobacteraceae",1,"Aw"
"Family","conexibacteraceae","iamiaceae",2,"Aw/Dfb"
"Family","conexibacteraceae","xanthomonadaceae",2,"Aw/Dwb"
"Family","conexibacteraceae","haliangiaceae",1,"BSh"
"Family","conexibacteraceae","pirellulaceae",1,"BSk"
"Family","conexibacteraceae","syntrophobacteraceae",1,"BSk"
"Family","conexibacteraceae","mariprofundaceae",2,"BSk/Dfc"
"Family","conexibacteraceae","intrasporangiaceae",1,"Cfa"
"Family","conexibacteraceae","streptomycetaceae",1,"Cfa"
"Family","conexibacteraceae","kineosporiaceae",1,"Cfb"
"Family","conexibacteraceae","ellin6075",1,"Csa"
"Family","conexibacteraceae","verrucomicrobiaceae",1,"Csb"
"Family","conexibacteraceae","nitrospiraceae",1,"Dfa"
"Family","conexibacteraceae","pseudomonadaceae",2,"Dfa/Dfc"
"Family","conexibacteraceae","sporichthyaceae",2,"Dfa/EF"
"Family","conexibacteraceae","nannocystaceae",2,"Dfb/Dwc"
"Family","conexibacteraceae","mycobacteriaceae",1,"Dfc"
"Family","conexibacteraceae","sphingomonadaceae",2,"Dfc/ET"
"Family","conexibacteraceae","fimbriimonadaceae",1,"Dwb"
"Family","conexibacteraceae","eb1017",2,"Dwb/EF"
"Family","conexibacteraceae","leptospiraceae",1,"Dwc"
"Family","conexibacteraceae","micromonosporaceae",1,"Dwc"
"Family","conexibacteraceae","solirubrobacteraceae",1,"Dwc"
"Family","conexibacteraceae","ud5",1,"Dwc"
"Family","conexibacteraceae","ellin515",1,"EF"
"Family","conexibacteraceae","ellin5301",1,"EF"
"Family","conexibacteraceae","erythrobacteraceae",1,"EF"
"Family","conexibacteraceae","unassigned",1,"EF"
"Family","cytophagaceae","nannocystaceae",2,"Af/Csb"
"Family","cytophagaceae","paenibacillaceae",2,"Af/Dfc"
"Family","cytophagaceae","erythrobacteraceae",1,"Am"
"Family","cytophagaceae","planococcaceae",1,"Am"
"Family","cytophagaceae","opb35",2,"Am/Dfb"
"Family","cytophagaceae","mariprofundaceae",1,"Aw"
"Family","cytophagaceae","rhizobiaceae",2,"Aw/Dfc"
"Family","cytophagaceae","nocardioidaceae",2,"Aw/Dwb"
"Family","cytophagaceae","pseudonocardiaceae",2,"Aw/EF"
"Family","cytophagaceae","piscirickettsiaceae",2,"BSk/Csb"
"Family","cytophagaceae","solirubrobacteraceae",2,"BSk/Dwb"
"Family","cytophagaceae","kineosporiaceae",2,"BWh/EF"
"Family","cytophagaceae","geobacteraceae",1,"Cfa"
"Family","cytophagaceae","mb2424",1,"Cfa"
"Family","cytophagaceae","rhodobiaceae",1,"Cfa"
"Family","cytophagaceae","unassigned",1,"Cfa"
"Family","cytophagaceae","sphingomonadaceae",2,"Cfa/Csa"
"Family","cytophagaceae","verrucomicrobiaceae",2,"Cfa/Dfa"
"Family","cytophagaceae","mycobacteriaceae",1,"Cfb"
"Family","cytophagaceae","streptomycetaceae",1,"Cfb"
"Family","cytophagaceae","syntrophobacteraceae",1,"Csa"
"Family","cytophagaceae","micromonosporaceae",2,"Csa/Dfc"
"Family","cytophagaceae","ellin517",1,"Csb"
"Family","cytophagaceae","gaiellaceae",1,"Csb"
"Family","cytophagaceae","gemmatimonadaceae",1,"Csb"
"Family","cytophagaceae","nakamurellaceae",1,"Csb"
"Family","cytophagaceae","ud5",1,"Csb"
"Family","cytophagaceae","ellin5301",2,"Csb/Dfc"
"Family","cytophagaceae","hyphomicrobiaceae",1,"Dfa"
"Family","cytophagaceae","sinobacteraceae",1,"Dfa"
"Family","cytophagaceae","fimbriimonadaceae",1,"Dfc"
"Family","cytophagaceae","polyangiaceae",1,"Dfc"
"Family","cytophagaceae","leptospiraceae",2,"Dfc/ET"
"Family","cytophagaceae","dolo_23",1,"Dwb"
"Family","cytophagaceae","oxalobacteraceae",1,"Dwb"
"Family","cytophagaceae","iamiaceae",1,"EF"
"Family","cytophagaceae","kouleothrixaceae",1,"EF"
"Family","cytophagaceae","myxococcaceae",1,"EF"
"Family","dolo_23","pirellulaceae",1,"Af"
"Family","dolo_23","xanthomonadaceae",1,"Af"
"Family","dolo_23","gemmataceae",1,"Am"
"Family","dolo_23","kouleothrixaceae",2,"Am/BSh"
"Family","dolo_23","hyphomonadaceae",2,"Am/EF"
"Family","dolo_23","eb1017",1,"Aw"
"Family","dolo_23","kineosporiaceae",1,"Aw"
"Family","dolo_23","leptospirillaceae",2,"Aw/Cfa"
"Family","dolo_23","iamiaceae",1,"BSh"
"Family","dolo_23","sphingobacteriaceae",1,"BSh"
"Family","dolo_23","syntrophobacteraceae",1,"BSh"
"Family","dolo_23","haliangiaceae",1,"BSk"
"Family","dolo_23","intrasporangiaceae",1,"BSk"
"Family","dolo_23","microbacteriaceae",1,"BSk"
"Family","dolo_23","solibacteraceae",1,"BSk"
"Family","dolo_23","ellin515",2,"BSk/Cfb"
"Family","dolo_23","ellin6075",2,"BSk/Dfc"
"Family","dolo_23","solirubrobacteraceae",1,"Cfa"
"Family","dolo_23","rhodobiaceae",2,"Cfa/Csb"
"Family","dolo_23","sinobacteraceae",2,"Cfa/Dfa"
"Family","dolo_23","streptomycetaceae",2,"Cfa/Dfc"
"Family","dolo_23","erythrobacteraceae",1,"Cfb"
"Family","dolo_23","mb2424",1,"Cfb"
"Family","dolo_23","ellin5301",2,"Cfb/Csb"
"Family","dolo_23","rhizobiaceae",2,"Cfb/Dwb"
"Family","dolo_23","gemmatimonadaceae",1,"Csb"
"Family","dolo_23","mycobacteriaceae",1,"Csb"
"Family","dolo_23","sphingomonadaceae",1,"Csb"
"Family","dolo_23","koribacteraceae",1,"Cwb"
"Family","dolo_23","nannocystaceae",1,"Cwb"
"Family","dolo_23","polyangiaceae",2,"Cwb/Dwb"
"Family","dolo_23","micromonosporaceae",1,"Dfa"
"Family","dolo_23","rhodospirillaceae",2,"Dfa/ET"
"Family","dolo_23","planococcaceae",1,"Dfb"
"Family","dolo_23","micrococcaceae",2,"Dfc/Dwc"
"Family","dolo_23","verrucomicrobiaceae",2,"Dfc/EF"
"Family","dolo_23","gaiellaceae",1,"Dwb"
"Family","dolo_23","isosphaeraceae",1,"Dwb"
"Family","dolo_23","myxococcaceae",1,"Dwb"
"Family","dolo_23","geobacteraceae",2,"Dwb/EF"
"Family","dolo_23","dolo_23",1,"EF"
"Family","dolo_23","pseudomonadaceae",1,"EF"
"Family","dolo_23","fimbriimonadaceae",1,"ET"
"Family","dolo_23","htcc2089",1,"ET"
"Family","dolo_23","planctomycetaceae",1,"ET"
"Family","dolo_23","unassigned",1,"ET"
"Family","eb1017","erythrobacteraceae",2,"Af/Cwb"
"Family","eb1017","leptospirillaceae",2,"Af/Dwb"
"Family","eb1017","gemmatimonadaceae",1,"Am"
"Family","eb1017","kouleothrixaceae",2,"Am/ET"
"Family","eb1017","htcc2089",1,"Aw"
"Family","eb1017","kineosporiaceae",1,"Aw"
"Family","eb1017","sporichthyaceae",1,"Aw"
"Family","eb1017","ellin517",2,"Aw/BSh"
"Family","eb1017","mb2424",2,"Aw/ET"
"Family","eb1017","polyangiaceae",1,"BSh"
"Family","eb1017","ellin5301",1,"BSk"
"Family","eb1017","flavobacteriaceae",1,"BSk"
"Family","eb1017","streptomycetaceae",2,"BSk/Cwb"
"Family","eb1017","isosphaeraceae",2,"BSk/Dwb"
"Family","eb1017","opb35",1,"Cfa"
"Family","eb1017","methylocystaceae",1,"Cfb"
"Family","eb1017","mycobacteriaceae",1,"Cfb"
"Family","eb1017","rhizobiaceae",1,"Cfb"
"Family","eb1017","saprospiraceae",1,"Csb"
"Family","eb1017","nannocystaceae",2,"Csb/Dwc"
"Family","eb1017","pirellulaceae",2,"Cwb/Dwb"
"Family","eb1017","micromonosporaceae",1,"Dfa"
"Family","eb1017","piscirickettsiaceae",1,"Dfa"
"Family","eb1017","pseudonocardiaceae",2,"Dfa/ET"
"Family","eb1017","rhodobiaceae",1,"Dfb"
"Family","eb1017","sphingomonadaceae",1,"Dfb"
"Family","eb1017","xanthomonadaceae",1,"Dfb"
"Family","eb1017","mariprofundaceae",2,"Dfb/Dfc"
"Family","eb1017","nakamurellaceae",2,"Dfb/Dwb"
"Family","eb1017","ellin6075",1,"Dfc"
"Family","eb1017","frankiaceae",2,"Dfc/Dwc"
"Family","eb1017","fimbriimonadaceae",1,"Dwb"
"Family","eb1017","geodermatophilaceae",1,"Dwb"
"Family","eb1017","hyphomonadaceae",1,"Dwb"
"Family","eb1017","planococcaceae",1,"Dwb"
"Family","eb1017","pseudomonadaceae",2,"Dwb/EF"
"Family","eb1017","sphingobacteriaceae",2,"Dwb/EF"
"Family","eb1017","sinobacteraceae",1,"Dwc"
"Family","eb1017","microbacteriaceae",2,"Dwc/EF"
"Family","eb1017","eb1017",1,"EF"
"Family","eb1017","ellin515",1,"EF"
"Family","eb1017","hyphomicrobiaceae",1,"EF"
"Family","eb1017","solibacteraceae",1,"EF"
"Family","eb1017","solirubrobacteraceae",1,"EF"
"Family","eb1017","opitutaceae",1,"ET"
"Family","eb1017","unassigned",1,"ET"
"Family","ellin515","polyangiaceae",2,"Af/Am"
"Family","ellin515","mariprofundaceae",2,"Af/Dwc"
"Family","ellin515","mb2424",1,"Am"
"Family","ellin515","methylocystaceae",1,"Am"
"Family","ellin515","piscirickettsiaceae",1,"Am"
"Family","ellin515","solibacteraceae",1,"Am"
"Family","ellin515","streptomycetaceae",1,"Am"
"Family","ellin515","pseudomonadaceae",2,"Am/BSk"
"Family","ellin515","gemmatimonadaceae",2,"Am/Cfa"
"Family","ellin515","verrucomicrobiaceae",2,"Am/ET"
"Family","ellin515","kineosporiaceae",1,"Aw"
"Family","ellin515","nocardioidaceae",1,"Aw"
"Family","ellin515","solirubrobacteraceae",1,"Aw"
"Family","ellin515","ellin6075",2,"Aw/BSk"
"Family","ellin515","erythrobacteraceae",1,"BSh"
"Family","ellin515","gemmataceae",1,"BSk"
"Family","ellin515","intrasporangiaceae",1,"BSk"
"Family","ellin515","oxalobacteraceae",1,"BSk"
"Family","ellin515","pirellulaceae",1,"BSk"
"Family","ellin515","sphingobacteriaceae",1,"BSk"
"Family","ellin515","ellin517",2,"BSk/Csb"
"Family","ellin515","xanthomonadaceae",2,"BSk/EF"
"Family","ellin515","planococcaceae",1,"BWh"
"Family","ellin515","koribacteraceae",1,"Cfa"
"Family","ellin515","hyphomonadaceae",2,"Cfa/Csb"
"Family","ellin515","opb35",2,"Cfb/Dwc"
"Family","ellin515","rhizobiaceae",2,"Cfb/ET"
"Family","ellin515","hyphomicrobiaceae",1,"Csa"
"Family","ellin515","syntrophobacteraceae",1,"Csa"
"Family","ellin515","fimbriimonadaceae",1,"Csb"
"Family","ellin515","micromonosporaceae",1,"Csb"
"Family","ellin515","nitrospiraceae",1,"Cwb"
"Family","ellin515","nannocystaceae",2,"Cwb/ET"
"Family","ellin515","unassigned",1,"Dfa"
"Family","ellin515","htcc2089",1,"Dfb"
"Family","ellin515","kouleothrixaceae",1,"Dfb"
"Family","ellin515","paenibacillaceae",1,"Dfb"
"Family","ellin515","geobacteraceae",2,"Dfb/Dwc"
"Family","ellin515","myxococcaceae",2,"Dfc/Dwc"
"Family","ellin515","gaiellaceae",2,"Dfc/EF"
"Family","ellin515","leptospirillaceae",1,"Dwb"
"Family","ellin517","haliangiaceae",1,"Af"
"Family","ellin517","hyphomonadaceae",1,"Af"
"Family","ellin517","syntrophobacteraceae",1,"Af"
"Family","ellin517","ud5",2,"Af/Dfa"
"Family","ellin517","nitrospiraceae",1,"Aw"
"Family","ellin517","gemmataceae",2,"Aw/BSk"
"Family","ellin517","nocardioidaceae",2,"BSh/BWh"
"Family","ellin517","pirellulaceae",2,"BSh/Csb"
"Family","ellin517","kouleothrixaceae",2,"BSh/Dfb"
"Family","ellin517","hyphomicrobiaceae",2,"BSh/Dfc"
"Family","ellin517","kineosporiaceae",1,"BSk"
"Family","ellin517","mb2424",1,"BSk"
"Family","ellin517","xanthomonadaceae",2,"BSk/Dfc"
"Family","ellin517","micromonosporaceae",2,"BWk/Cwb"
"Family","ellin517","microbacteriaceae",1,"Cfa"
"Family","ellin517","myxococcaceae",1,"Cfa"
"Family","ellin517","opb35",1,"Cfa"
"Family","ellin517","koribacteraceae",2,"Cfa/Dfa"
"Family","ellin517","ellin517",1,"Cfb"
"Family","ellin517","nakamurellaceae",1,"Cfb"
"Family","ellin517","planococcaceae",1,"Cfb"
"Family","ellin517","streptomycetaceae",1,"Cfb"
"Family","ellin517","sporichthyaceae",2,"Cfb/Dfb"
"Family","ellin517","pseudomonadaceae",1,"Csb"
"Family","ellin517","solirubrobacteraceae",1,"Csb"
"Family","ellin517","micrococcaceae",1,"Cwb"
"Family","ellin517","sinobacteraceae",1,"Cwb"
"Family","ellin517","verrucomicrobiaceae",1,"Cwb"
"Family","ellin517","isosphaeraceae",2,"Dfa/Dfb"
"Family","ellin517","methylocystaceae",2,"Dfa/Dwb"
"Family","ellin517","gaiellaceae",1,"Dfb"
"Family","ellin517","solibacteraceae",1,"Dfb"
"Family","ellin517","leptospiraceae",1,"Dfc"
"Family","ellin517","fimbriimonadaceae",1,"Dwb"
"Family","ellin5301","isosphaeraceae",1,"Af"
"Family","ellin5301","nannocystaceae",1,"Af"
"Family","ellin5301","polyangiaceae",1,"Af"
"Family","ellin5301","sporichthyaceae",2,"Af/Dfb"
"Family","ellin5301","ellin6075",1,"Am"
"Family","ellin5301","geodermatophilaceae",1,"Am"
"Family","ellin5301","pseudomonadaceae",1,"Am"
"Family","ellin5301","pseudonocardiaceae",1,"Am"
"Family","ellin5301","solirubrobacteraceae",2,"Am/Cfb"
"Family","ellin5301","solibacteraceae",2,"Aw/EF"
"Family","ellin5301","nitrospiraceae",2,"BSh/ET"
"Family","ellin5301","rhizobiaceae",1,"BSk"
"Family","ellin5301","iamiaceae",2,"BSk/Dwb"
"Family","ellin5301","fimbriimonadaceae",1,"Cfa"
"Family","ellin5301","ud5",1,"Cfa"
"Family","ellin5301","oxalobacteraceae",2,"Cfa/Dfc"
"Family","ellin5301","geobacteraceae",2,"Cfa/ET"
"Family","ellin5301","ellin5301",1,"Cfb"
"Family","ellin5301","frankiaceae",1,"Cfb"
"Family","ellin5301","gemmatimonadaceae",1,"Cfb"
"Family","ellin5301","haliangiaceae",1,"Cfb"
"Family","ellin5301","koribacteraceae",1,"Cfb"
"Family","ellin5301","sphingobacteriaceae",2,"Csa/Dfb"
"Family","ellin5301","mycobacteriaceae",1,"Csb"
"Family","ellin5301","kineosporiaceae",1,"Dfa"
"Family","ellin5301","unassigned",2,"Dfa/Dwc"
"Family","ellin5301","rhodobiaceae",1,"Dfb"
"Family","ellin5301","micrococcaceae",1,"Dfc"
"Family","ellin5301","streptomycetaceae",1,"Dfc"
"Family","ellin5301","verrucomicrobiaceae",1,"Dfc"
"Family","ellin5301","xanthomonadaceae",1,"Dfc"
"Family","ellin5301","flavobacteriaceae",1,"Dwb"
"Family","ellin5301","sinobacteraceae",1,"Dwb"
"Family","ellin5301","syntrophobacteraceae",2,"Dwb/ET"
"Family","ellin5301","planctomycetaceae",1,"Dwc"
"Family","ellin5301","erythrobacteraceae",1,"EF"
"Family","ellin5301","gaiellaceae",1,"EF"
"Family","ellin5301","myxococcaceae",1,"EF"
"Family","ellin5301","hyphomicrobiaceae",1,"ET"
"Family","ellin6075","opb35",2,"Af/Dfb"
"Family","ellin6075","frankiaceae",1,"Am"
"Family","ellin6075","streptomycetaceae",2,"Am/BSh"
"Family","ellin6075","unassigned",2,"Am/BSh"
"Family","ellin6075","gemmataceae",4,"Am/BWh/BWk/Dwc"
"Family","ellin6075","intrasporangiaceae",2,"Am/Cwb"
"Family","ellin6075","micromonosporaceae",2,"Am/Cwb"
"Family","ellin6075","gemmatimonadaceae",2,"Am/Dfa"
"Family","ellin6075","planctomycetaceae",1,"Aw"
"Family","ellin6075","gaiellaceae",1,"BSh"
"Family","ellin6075","isosphaeraceae",1,"BSh"
"Family","ellin6075","methylocystaceae",1,"BSh"
"Family","ellin6075","haliangiaceae",1,"BWh"
"Family","ellin6075","rhizobiaceae",2,"Cfa/Csa"
"Family","ellin6075","ellin6075",1,"Csa"
"Family","ellin6075","myxococcaceae",1,"Csa"
"Family","ellin6075","nocardioidaceae",1,"Csa"
"Family","ellin6075","oxalobacteraceae",1,"Csb"
"Family","ellin6075","leptospiraceae",2,"Csb/ET"
"Family","ellin6075","koribacteraceae",1,"Dfa"
"Family","ellin6075","mb2424",1,"Dfa"
"Family","ellin6075","iamiaceae",1,"Dfc"
"Family","ellin6075","nakamurellaceae",1,"Dfc"
"Family","ellin6075","pseudomonadaceae",2,"Dfc/EF"
"Family","ellin6075","mariprofundaceae",1,"Dwb"
"Family","ellin6075","planococcaceae",1,"Dwb"
"Family","ellin6075","opitutaceae",1,"EF"
"Family","ellin6075","verrucomicrobiaceae",1,"EF"
"Family","ellin6075","fimbriimonadaceae",1,"ET"
"Family","ellin6075","saprospiraceae",1,"ET"
"Family","ellin6075","solirubrobacteraceae",1,"ET"
"Family","erythrobacteraceae","htcc2089",1,"Af"
"Family","erythrobacteraceae","paenibacillaceae",1,"Af"
"Family","erythrobacteraceae","sporichthyaceae",2,"Af/Dfc"
"Family","erythrobacteraceae","pseudonocardiaceae",2,"Af/Dwb"
"Family","erythrobacteraceae","pirellulaceae",1,"Aw"
"Family","erythrobacteraceae","polyangiaceae",1,"BSh"
"Family","erythrobacteraceae","piscirickettsiaceae",2,"BSh/BWk"
"Family","erythrobacteraceae","erythrobacteraceae",2,"BSh/Cfa"
"Family","erythrobacteraceae","gemmataceae",2,"BSh/Dwb"
"Family","erythrobacteraceae","opb35",1,"BSk"
"Family","erythrobacteraceae","sphingomonadaceae",1,"BWh"
"Family","erythrobacteraceae","syntrophobacteraceae",1,"BWk"
"Family","erythrobacteraceae","verrucomicrobiaceae",1,"Cfa"
"Family","erythrobacteraceae","geobacteraceae",1,"Cfb"
"Family","erythrobacteraceae","kouleothrixaceae",1,"Cfb"
"Family","erythrobacteraceae","microbacteriaceae",2,"Cfb/Dfc"
"Family","erythrobacteraceae","micromonosporaceae",2,"Cfb/Dwc"
"Family","erythrobacteraceae","geodermatophilaceae",1,"Csa"
"Family","erythrobacteraceae","solirubrobacteraceae",1,"Csb"
"Family","erythrobacteraceae","rhizobiaceae",1,"Cwb"
"Family","erythrobacteraceae","intrasporangiaceae",1,"Dfa"
"Family","erythrobacteraceae","unassigned",1,"Dfa"
"Family","erythrobacteraceae","xanthomonadaceae",1,"Dfa"
"Family","erythrobacteraceae","gemmatimonadaceae",1,"Dfb"
"Family","erythrobacteraceae","micrococcaceae",1,"Dfb"
"Family","erythrobacteraceae","flavobacteriaceae",2,"Dfb/ET"
"Family","erythrobacteraceae","mb2424",2,"Dfc/Dwc"
"Family","erythrobacteraceae","nakamurellaceae",1,"Dwc"
"Family","erythrobacteraceae","gaiellaceae",1,"EF"
"Family","erythrobacteraceae","hyphomicrobiaceae",1,"EF"
"Family","erythrobacteraceae","hyphomonadaceae",1,"EF"
"Family","erythrobacteraceae","kineosporiaceae",1,"EF"
"Family","erythrobacteraceae","rhodospirillaceae",1,"EF"
"Family","erythrobacteraceae","mariprofundaceae",1,"ET"
"Family","erythrobacteraceae","myxococcaceae",1,"ET"
"Family","erythrobacteraceae","planococcaceae",1,"ET"
"Family","fimbriimonadaceae","leptospiraceae",1,"Af"
"Family","fimbriimonadaceae","microbacteriaceae",1,"Af"
"Family","fimbriimonadaceae","nakamurellaceae",1,"Af"
"Family","fimbriimonadaceae","mycobacteriaceae",1,"Aw"
